,user,1,2,3,4,5,6,7,8,9,10
4238,1,Adventures of Robin Hood% The (1938),Desperado (1995),Thin Red Line% The (1998),Conspiracy Theory (1997),Fly II% The (1989),Running Scared (1986),Poltergeist II: The Other Side (1986),Operation Dumbo Drop (1995),Striking Distance (1993),
4239,0,Abyss% The (1989),Jurassic Park (1993),Predator (1987),Star Wars: Episode I - The Phantom Menace (1999),Them! (1954),Escape from New York (1981),Brother from Another Planet% The (1984),Soylent Green (1973),Fly% The (1958),
4240,0,Who Framed Roger Rabbit? (1988),Lethal Weapon (1987),Big Chill% The (1983),Field of Dreams (1989),Never Cry Wolf (1983),Witness (1985),Fish Called Wanda% A (1988),Untouchables% The (1987),Say Anything... (1989),
4241,0,Contact (1997),Star Wars: Episode I - The Phantom Menace (1999),Pi (1998),Dinosaur (2000),I Saw What You Did (1965),Titan A.E. (2000),Bone Collector% The (1999),Manchurian Candidate% The (1962),Dead Calm (1989),
4242,1,Loaded Weapon 1 (1993),Mission: Impossible (1996),Days of Thunder (1990),Grumpier Old Men (1995),Man in the Iron Mask% The (1998),Rocketeer% The (1991),Get Shorty (1995),Heat (1995),Lost in Space (1998),
4243,0,All That Jazz (1979),Natural Born Killers (1994),Oliver! (1968),Saint% The (1997),South Pacific (1958),Snake Eyes (1998),Let's Get Harry (1986),Single White Female (1992),Godfather% The (1972),
4244,0,Mickey Blue Eyes (1999),Dudley Do-Right (1999),Inspector Gadget (1999),Dinosaur (2000),Baby Geniuses (1999),Random Hearts (1999),Ghostbusters (1984),Jakob the Liar (1999),Bachelor% The (1999),
4245,0,E.T. the Extra-Terrestrial (1982),Fantastic Planet% The (La Planète sauvage) (1973),Westworld (1973),Fifth Element% The (1997),Robocop (1987),Tron (1982),Twelve Monkeys (1995),Dark City (1998),Plan 9 from Outer Space (1958),
4246,0,Love and Death (1975),Sleeper (1973),Grease (1978),Stardust Memories (1980),Interiors (1978),Lethal Weapon 4 (1998),Take the Money and Run (1969),Stuart Little (1999),Harold and Maude (1971),
4247,0,Tank Girl (1995),Nutty Professor% The (1996),Nineteen Eighty-Four (1984),Star Trek VI: The Undiscovered Country (1991),Barbarella (1968),Star Trek: Generations (1994),Starship Troopers (1997),Jurassic Park (1993),Howard the Duck (1986),
4248,0,Terminator 2: Judgment Day (1991),Thelma & Louise (1991),Untouchables% The (1987),Indiana Jones and the Temple of Doom (1984),Princess Bride% The (1987),Face/Off (1997),Glory (1989),Good Will Hunting (1997),Fifth Element% The (1997),
4249,0,Fear (1996),Disclosure (1994),Firm% The (1993),Negotiator% The (1998),Palmetto (1998),Client% The (1994),Tomorrow Never Dies (1997),Air Force One (1997),Usual Suspects% The (1995),
4250,0,Fifth Element% The (1997),Crow% The (1994),Titanic (1953),Shaft (1971),Fugitive% The (1993),True Lies (1994),Death Wish 4: The Crackdown (1987),What Dreams May Come (1998),How Stella Got Her Groove Back (1998),
4251,1,Seven (Se7en) (1995),Sling Blade (1996),Thelma & Louise (1991),Parenthood (1989),Stand by Me (1986),Ed Wood (1994),Trading Places (1983),Pee-wee's Big Adventure (1985),Say Anything... (1989),
4252,0,Game% The (1997),Ronin (1998),Backdraft (1991),Out of Sight (1998),Payback (1999),Outbreak (1995),Fear (1996),World Is Not Enough% The (1999),Color of Night (1994),
4253,1,Inherit the Wind (1960),2001: A Space Odyssey (1968),GoodFellas (1990),Last Emperor% The (1987),Wild Bunch% The (1969),And Now for Something Completely Different (1971),Thin Man% The (1934),Miracle on 34th Street (1947),Pawnbroker% The (1965),
4254,0,Parenthood (1989),Fast Times at Ridgemont High (1982),Good Morning% Vietnam (1987),Naked Gun: From the Files of Police Squad!% The (1988),When Harry Met Sally... (1989),Raising Arizona (1987),Risky Business (1983),Heathers (1989),Gods Must Be Crazy% The (1980),
4255,0,Gentleman's Agreement (1947),Only Angels Have Wings (1939),Picnic (1955),Mrs. Miniver (1942),African Queen% The (1951),Graduate% The (1967),Of Human Bondage (1934),To Kill a Mockingbird (1962),North by Northwest (1959),
4256,0,Rear Window (1954),Manchurian Candidate% The (1962),Maltese Falcon% The (1941),Taxi Driver (1976),To Kill a Mockingbird (1962),Fargo (1996),Third Man% The (1949),French Connection% The (1971),Man Who Would Be King% The (1975),
4257,0,English Patient% The (1996),Pretty Woman (1990),Mickey Blue Eyes (1999),Ever After: A Cinderella Story (1998),Phenomenon (1996),Superstar (1999),Sabrina (1995),Picture Perfect (1997),Home Fries (1998),
4258,1,Little Shop of Horrors (1986),Stand by Me (1986),Real Genius (1985),Much Ado About Nothing (1993),Hudsucker Proxy% The (1994),Dazed and Confused (1993),Bug's Life% A (1998),Pleasantville (1998),X-Men (2000),
4259,0,Shaft (2000),Titan A.E. (2000),Me% Myself and Irene (2000),Perfect Storm% The (2000),U-571 (2000),Whole Nine Yards% The (2000),Erin Brockovich (2000),Adventures of Rocky and Bullwinkle% The (2000),Girl% Interrupted (1999),
4260,1,Little Shop of Horrors% The (1960),Fright Night (1985),Bram Stoker's Dracula (1992),Disturbing Behavior (1998),Scream 3 (2000),Fish Called Wanda% A (1988),Invisible Man% The (1933),Serial Mom (1994),Mummy% The (1932),
4261,1,Executive Decision (1996),Hunchback of Notre Dame% The (1996),Terminator 2: Judgment Day (1991),Avengers% The (1998),Iron Giant% The (1999),Lady and the Tramp (1955),Hackers (1995),Demolition Man (1993),Face/Off (1997),
4262,0,Labyrinth (1986),Legend (1985),Drop Dead Fred (1991),Dark Crystal% The (1982),Santa Claus: The Movie (1985),Flubber (1997),7th Voyage of Sinbad% The (1958),Small Soldiers (1998),Indian in the Cupboard% The (1995),
4263,0,South Park: Bigger% Longer and Uncut (1999),Pushing Tin (1999),Eyes Wide Shut (1999),Man on the Moon (1999),Big Daddy (1999),Detroit Rock City (1999),20 Dates (1998),Fight Club (1999),Mosquito Coast% The (1986),
4264,0,Dangerous Liaisons (1988),Six Days Seven Nights (1998),Thelma & Louise (1991),Last of the Mohicans% The (1992),African Queen% The (1951),Gladiator (2000),Pretty Woman (1990),While You Were Sleeping (1995),Hunt for Red October% The (1990),
4265,1,Matrix% The (1999),Young Sherlock Holmes (1985),Star Trek V: The Final Frontier (1989),Monty Python's Life of Brian (1979),Evita (1996),Die Hard (1988),Back to the Future (1985),Rock% The (1996),Adventures of Buckaroo Bonzai Across the 8th Dimension% The (1984),
4266,0,Stuart Little (1999),54 (1998),Powder (1995),10 Things I Hate About You (1999),Doors% The (1991),Arlington Road (1999),She's All That (1999),Civil Action% A (1998),Entrapment (1999),
4267,0,Gods and Monsters (1998),Entrapment (1999),Man on the Moon (1999),Double Jeopardy (1999),Inspector Gadget (1999),Eyes Wide Shut (1999),Stuart Little (1999),Go (1999),Powder (1995),
4268,0,M*A*S*H (1970),Ghostbusters (1984),Muppet Movie% The (1979),Color of Money% The (1986),Fish Called Wanda% A (1988),When Harry Met Sally... (1989),King Kong (1933),American Tail% An (1986),American in Paris% An (1951),
4269,1,Do the Right Thing (1989),Big Chill% The (1983),Stand by Me (1986),Metropolis (1926),Pink Flamingos (1972),Goodbye Girl% The (1977),Peggy Sue Got Married (1986),Cocoon (1985),Babe: Pig in the City (1998),
4270,0,What Lies Beneath (2000),Road Trip (2000),Hollow Man (2000),Nutty Professor II: The Klumps (2000),Patriot% The (2000),Space Cowboys (2000),U-571 (2000),Scary Movie (2000),Reindeer Games (2000),
4271,1,Midnight Run (1988),Driving Miss Daisy (1989),Lawrence of Arabia (1962),Being There (1979),Sixteen Candles (1984),Fly% The (1986),October Sky (1999),Twelve Monkeys (1995),Escape from the Planet of the Apes (1971),
4272,0,Star Wars: Episode I - The Phantom Menace (1999),Sneakers (1992),Gattaca (1997),Heavy Metal (1981),Planet of the Apes (1968),Strange Days (1995),Armageddon (1998),Bicentennial Man (1999),Escape from New York (1981),
4273,0,Duck Soup (1933),And Now for Something Completely Different (1971),Little Big Man (1970),Network (1976),Cool Hand Luke (1967),Odd Couple% The (1968),Jerk% The (1979),Producers% The (1968),Vacation (1983),
4274,0,Truman Show% The (1998),Crow% The (1994),Flatliners (1990),Fargo (1996),Basic Instinct (1992),Three Kings (1999),Primal Fear (1996),Quiz Show (1994),Hamlet (1996),
4275,1,Mission: Impossible 2 (2000),American Beauty (1999),Good Will Hunting (1997),Saving Private Ryan (1998),Fight Club (1999),Fargo (1996),GoodFellas (1990),Sling Blade (1996),Leaving Las Vegas (1995),
4276,0,Lion King% The (1994),African Queen% The (1951),Boxing Helena (1993),Easy Rider (1969),Little Mermaid% The (1989),English Patient% The (1996),Snow White and the Seven Dwarfs (1937),Fantasia (1940),Fatal Attraction (1987),
4277,1,Chariots of Fire (1981),Shanghai Noon (2000),Tank Girl (1995),Wing Commander (1999),Fly% The (1958),Dancer in the Dark (2000),Karate Kid III% The (1989),Rushmore (1998),Bless the Child (2000),
4278,0,Hunt for Red October% The (1990),Backdraft (1991),Clear and Present Danger (1994),Thomas Crown Affair% The (1999),Executive Decision (1996),Die Hard: With a Vengeance (1995),Negotiator% The (1998),13th Warrior% The (1999),Mariachi% El (1992),
4279,0,When Harry Met Sally... (1989),Waterworld (1995),Galaxy Quest (1999),Blade (1998),Bad Boys (1995),Re-Animator (1985),Outbreak (1995),Glory (1989),Last of the Mohicans% The (1992),
4280,0,Snow Falling on Cedars (1999),Fight Club (1999),Babe: Pig in the City (1998),Waking Ned Devine (1998),Clerks (1994),Run Lola Run (Lola rennt) (1998),Elizabeth (1998),Entrapment (1999),High Fidelity (2000),
4281,0,Chariots of Fire (1981),Stand by Me (1986),Hang 'em High (1967),Radio Days (1987),Pale Rider (1985),Night Shift (1982),Mission% The (1986),Shadowlands (1993),Mrs. Brown (Her Majesty% Mrs. Brown) (1997),
4282,0,King Creole (1958),Lethal Weapon 3 (1992),Mike's Murder (1984),F/X (1986),What About Bob? (1991),Footloose (1984),Big Trouble in Little China (1986),Blues Brothers% The (1980),Rocky (1976),
4283,0,When Harry Met Sally... (1989),To Catch a Thief (1955),Animal House (1978),Say Anything... (1989),Monty Python and the Holy Grail (1974),Beetlejuice (1988),This Is Spinal Tap (1984),Midsummer Night's Dream% A (1999),Heathers (1989),
4284,0,River Wild% The (1994),Tank Girl (1995),Dante's Peak (1997),Breakdown (1997),Hot Shots! Part Deux (1993),Blown Away (1994),Highlander III: The Sorcerer (1994),Snake Eyes (1998),Soldier (1998),
4285,1,Titanic (1953),Ref% The (1994),Who Framed Roger Rabbit? (1988),While You Were Sleeping (1995),Dr. No (1962),Sword in the Stone% The (1963),Bedknobs and Broomsticks (1971),Rocket Man (1997),Four Weddings and a Funeral (1994),
4286,1,City Lights (1931),Chinatown (1974),Easy Rider (1969),Everything You Always Wanted to Know About Sex (1972),Hustler% The (1961),Nosferatu (Nosferatu% eine Symphonie des Grauens) (1922),Apocalypse Now (1979),Sting% The (1973),In the Heat of the Night (1967),
4287,0,Superman II (1980),True Lies (1994),Midnight Run (1988),Beverly Hills Cop III (1994),World Is Not Enough% The (1999),Next Karate Kid% The (1994),Twelve Monkeys (1995),Demolition Man (1993),2010 (1984),
4288,0,Platoon (1986),Pink Floyd - The Wall (1982),Dead Poets Society (1989),Field of Dreams (1989),Indiana Jones and the Last Crusade (1989),Natural% The (1984),Stealing Home (1988),Driving Miss Daisy (1989),Star Wars: Episode IV - A New Hope (1977),
4289,0,Adventures in Babysitting (1987),Clue (1985),Karate Kid III% The (1989),Harry and the Hendersons (1987),Gods Must Be Crazy II% The (1989),Howard the Duck (1986),Fletch (1985),Young Doctors in Love (1982),Running Scared (1986),
4290,1,Good Will Hunting (1997),Dead Man Walking (1995),Babe (1995),Leaving Las Vegas (1995),Some Folks Call It a Sling Blade (1993),Usual Suspects% The (1995),Few Good Men% A (1992),Hoop Dreams (1994),Life Is Beautiful (La Vita è bella) (1997),
4291,0,Braveheart (1995),Robocop (1987),Twelve Monkeys (1995),Big Trouble in Little China (1986),Mimic (1997),Face/Off (1997),Superman IV: The Quest for Peace (1987),Conan the Barbarian (1982),Lost in Space (1998),
4292,0,Stargate (1994),Bringing Out the Dead (1999),Cruel Intentions (1999),Arlington Road (1999),For Love of the Game (1999),Stir of Echoes (1999),Arachnophobia (1990),Rocketeer% The (1991),Bowfinger (1999),
4293,0,Everything You Always Wanted to Know About Sex (1972),Dog Day Afternoon (1975),Tampopo (1986),Producers% The (1968),Godfather: Part II% The (1974),Blue Collar (1978),Blood Simple (1984),Nashville (1975),Butch Cassidy and the Sundance Kid (1969),
4294,1,Flintstones in Viva Rock Vegas% The (2000),Jurassic Park (1993),Antz (1998),Next Friday (1999),Analyze This (1999),Full Monty% The (1997),What Planet Are You From? (2000),Jack Frost (1998),Madeline (1998),
4295,0,Cable Guy% The (1996),Airheads (1994),Death Becomes Her (1992),Fierce Creatures (1997),Sunchaser% The (1996),Favor% The (1994),Cabin Boy (1994),Beavis and Butt-head Do America (1996),My Blue Heaven (1990),
4296,0,Dick (1999),South Park: Bigger% Longer and Uncut (1999),I Saw What You Did (1965),Clan of the Cave Bear% The (1986),Random Hearts (1999),Go (1999),Entrapment (1999),Civil Action% A (1998),Office Space (1999),
4297,0,Verdict% The (1982),Take the Money and Run (1969),Rocky (1976),Year of Living Dangerously (1982),Full Metal Jacket (1987),My Left Foot (1989),Dangerous Liaisons (1988),Prizzi's Honor (1985),Untouchables% The (1987),
4298,0,Who's Harry Crumb? (1989),Children of Paradise (Les enfants du paradis) (1945),Close Encounters of the Third Kind (1977),When Harry Met Sally... (1989),Run Lola Run (Lola rennt) (1998),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Grease 2 (1982),Raising Arizona (1987),Adventures in Babysitting (1987),
4299,1,Cape Fear (1991),Dances with Wolves (1990),Phenomenon (1996),Last of the Mohicans% The (1992),You've Got Mail (1998),Honeymoon in Vegas (1992),As Good As It Gets (1997),My Best Friend's Wedding (1997),Sabrina (1995),
4300,1,Anastasia (1997),Antz (1998),Face/Off (1997),Gattaca (1997),James and the Giant Peach (1996),Batman: Mask of the Phantasm (1993),Pi (1998),Iron Giant% The (1999),Winnie the Pooh and the Blustery Day (1968),
4301,0,Deer Hunter% The (1978),Great Escape% The (1963),Legends of the Fall (1994),From Here to Eternity (1953),Michael Collins (1996),Doctor Zhivago (1965),Perfect Storm% The (2000),Patton (1970),Whole Nine Yards% The (2000),
4302,0,Fabulous Baker Boys% The (1989),Never Cry Wolf (1983),Last Temptation of Christ% The (1988),Footloose (1984),Clue (1985),Elephant Man% The (1980),Airplane II: The Sequel (1982),European Vacation (1985),Color Purple% The (1985),
4303,1,Spartacus (1960),Halloween (1978),Being There (1979),Apocalypse Now (1979),Total Recall (1990),Sixth Sense% The (1999),Sex% Lies% and Videotape (1989),Who's Afraid of Virginia Woolf? (1966),Nashville (1975),
4304,0,GoodFellas (1990),Green Mile% The (1999),L.A. Confidential (1997),Life Is Beautiful (La Vita è bella) (1997),Some Folks Call It a Sling Blade (1993),Sling Blade (1996),Usual Suspects% The (1995),Sixth Sense% The (1999),Three Kings (1999),
4305,1,Bicentennial Man (1999),Some Folks Call It a Sling Blade (1993),Heavy Metal (1981),Schindler's List (1993),Robert A. Heinlein's The Puppet Masters (1994),Shaft (2000),Clear and Present Danger (1994),Tank Girl (1995),Cat's Eye (1985),
4306,0,No Way Out (1987),Predator (1987),Halloween: H20 (1998),Jagged Edge (1985),Natural Born Killers (1994),Fugitive% The (1993),Fear (1996),Scream 3 (2000),Volcano (1997),
4307,0,Perfect Storm% The (2000),Shaft (2000),Beach% The (2000),Shanghai Noon (2000),Erin Brockovich (2000),Frequency (2000),What Lies Beneath (2000),U-571 (2000),X-Men (2000),
4308,0,Dick (1999),Random Hearts (1999),Silence of the Lambs% The (1991),Gladiator (2000),One Flew Over the Cuckoo's Nest (1975),Bone Collector% The (1999),Godfather% The (1972),Road Trip (2000),Reindeer Games (2000),
4309,1,54 (1998),Wag the Dog (1997),Grosse Pointe Blank (1997),Full Monty% The (1997),Babe (1995),Hurricane% The (1999),Clueless (1995),Jackie Brown (1997),Thelma & Louise (1991),
4310,1,Few Good Men% A (1992),Dead Man Walking (1995),Run Lola Run (Lola rennt) (1998),Air Force One (1997),Life Is Beautiful (La Vita è bella) (1997),In the Line of Fire (1993),Some Folks Call It a Sling Blade (1993),Star Wars: Episode VI - Return of the Jedi (1983),Jaws (1975),
4311,0,Monty Python's Life of Brian (1979),Young Frankenstein (1974),Odd Couple% The (1968),Being There (1979),Excalibur (1981),Lord of the Rings% The (1978),And Now for Something Completely Different (1971),Raiders of the Lost Ark (1981),This Is Spinal Tap (1984),
4312,1,Shakespeare in Love (1998),Dances with Wolves (1990),Three Musketeers% The (1993),Who Framed Roger Rabbit? (1988),Bird on a Wire (1990),Cube (1997),Wisdom (1986),Backdraft (1991),Fatal Attraction (1987),
4313,0,Indiana Jones and the Temple of Doom (1984),Rocky (1976),Full Metal Jacket (1987),Midnight Run (1988),Terminator 2: Judgment Day (1991),Star Wars: Episode I - The Phantom Menace (1999),Men in Black (1997),Monty Python's Life of Brian (1979),Blade Runner (1982),
4314,0,Pitch Black (2000),Me% Myself and Irene (2000),Road Trip (2000),Perfect Storm% The (2000),U-571 (2000),Adventures of Rocky and Bullwinkle% The (2000),Patriot% The (2000),Hollow Man (2000),What Lies Beneath (2000),
4315,1,Honey% I Shrunk the Kids (1989),Little Shop of Horrors (1986),Serial Mom (1994),Muppets From Space (1999),Home Alone (1990),Buffy the Vampire Slayer (1992),Nightmare Before Christmas% The (1993),Mystery Science Theater 3000: The Movie (1996),Liar Liar (1997),
4316,1,Shawshank Redemption% The (1994),Some Folks Call It a Sling Blade (1993),Life Is Beautiful (La Vita è bella) (1997),Fargo (1996),Braveheart (1995),Sixth Sense% The (1999),Apostle% The (1997),Talented Mr. Ripley% The (1999),Insider% The (1999),
