,user,1,2,3,4,5,6
5501,1,Tin Cup (1996),Flamingo Kid% The (1984),Lost World: Jurassic Park% The (1997),Notting Hill (1999),Adventures of Priscilla% Queen of the Desert% The (1994),Little Shop of Horrors (1986)
5502,0,Talented Mr. Ripley% The (1999),Crying Game% The (1992),Green Mile% The (1999),Sliding Doors (1998),L.A. Confidential (1997),Babe (1995)
5503,0,Dead Man Walking (1995),Some Folks Call It a Sling Blade (1993),Schindler's List (1993),Sixth Sense% The (1999),Green Mile% The (1999),Babe (1995)
5504,1,Journey of Natty Gann% The (1985),Young Frankenstein (1974),Steamboat Willie (1940),Forbidden Planet (1956),Drop Dead Fred (1991),Stepford Wives% The (1975)
5505,1,Prince of Egypt% The (1998),Antz (1998),Princess Bride% The (1987),Braveheart (1995),Godfather% The (1972),Aliens (1986)
5506,0,FairyTale: A True Story (1997),NeverEnding Story III% The (1994),Escape to Witch Mountain (1975),Small Soldiers (1998),Santa Claus: The Movie (1985),Talented Mr. Ripley% The (1999)
5507,0,Detroit Rock City (1999),Drop Dead Gorgeous (1999),Eyes Wide Shut (1999),Deep End of the Ocean% The (1999),Kingpin (1996),Powder (1995)
5508,0,Kingpin (1996),Never Been Kissed (1999),Doors% The (1991),Stuart Little (1999),Powder (1995),South Park: Bigger% Longer and Uncut (1999)
5509,0,Return of Martin Guerre% The (Retour de Martin Guerre% Le) (1982),Burnt By the Sun (Utomlyonnye solntsem) (1994),Mediterraneo (1991),Room with a View% A (1986),Howards End (1992),Like Water for Chocolate (Como agua para chocolate) (1992)
5510,0,Star Wars: Episode I - The Phantom Menace (1999),Die Hard (1988),Indiana Jones and the Last Crusade (1989),Starship Troopers (1997),Boat% The (Das Boot) (1981),Get Shorty (1995)
5511,1,Snake Eyes (1998),Ghost and the Darkness% The (1996),Ronin (1998),Star Trek: Insurrection (1998),Gaslight (1944),Breakfast at Tiffany's (1961)
5512,1,Back to the Future (1985),Who Framed Roger Rabbit? (1988),Pretty Woman (1990),Blast from the Past (1999),Big (1988),Rocky (1976)
5513,0,My Life as a Dog (Mitt liv som hund) (1985),Breaking Away (1979),Women on the Verge of a Nervous Breakdown (1988),It's a Wonderful Life (1946),Grapes of Wrath% The (1940),12 Angry Men (1957)
5514,0,End of Days (1999),Bringing Out the Dead (1999),Erin Brockovich (2000),Eye of the Beholder (1999),Jakob the Liar (1999),Fight Club (1999)
5515,0,Willy Wonka and the Chocolate Factory (1971),Santa Claus: The Movie (1985),Star Wars: Episode VI - Return of the Jedi (1983),Boat% The (Das Boot) (1981),Ladyhawke (1985),Alien (1979)
5516,0,Crying Game% The (1992),Dead Man Walking (1995),Tin Men (1987),Thin Red Line% The (1998),Cider House Rules% The (1999),Insider% The (1999)
5517,0,12 Angry Men (1957),Inherit the Wind (1960),General% The (1927),Children of Paradise (Les enfants du paradis) (1945),Inspector General% The (1949),Battleship Potemkin% The (Bronenosets Potyomkin) (1925)
5518,0,Robocop (1987),Fifth Element% The (1997),Highlander (1986),White Men Can't Jump (1992),Young Sherlock Holmes (1985),Star Trek VI: The Undiscovered Country (1991)
5519,1,Goonies% The (1985),Clockwork Orange% A (1971),Stargate (1994),Ferris Bueller's Day Off (1986),Repo Man (1984),Total Recall (1990)
5520,0,Rocketeer% The (1991),Backdraft (1991),X-Files: Fight the Future% The (1998),Star Trek: The Motion Picture (1979),Mars Attacks! (1996),Heat (1995)
5521,1,Shawshank Redemption% The (1994),Toy Story 2 (1999),Shakespeare in Love (1998),Babe (1995),Boogie Nights (1997),L.A. Confidential (1997)
5522,1,Life Is Beautiful (La Vita è bella) (1997),Matrix% The (1999),Indiana Jones and the Last Crusade (1989),Everest (1998),Christmas Story% A (1983),Gods and Monsters (1998)
5523,1,Demolition Man (1993),Payback (1999),Young Sherlock Holmes (1985),Abyss% The (1989),Mars Attacks! (1996),Dirty Dancing (1987)
5524,1,Beauty and the Beast (1991),West Side Story (1961),Meet Me in St. Louis (1944),Quiet Man% The (1952),Gypsy (1962),Trouble with Harry% The (1955)
5525,1,Aladdin (1992),Dinosaur (2000),Antz (1998),Lion King% The (1994),Tigger Movie% The (2000),There's Something About Mary (1998)
5526,0,Palmetto (1998),McCabe & Mrs. Miller (1971),Breaking Away (1979),Midnight Cowboy (1969),Dead Man Walking (1995),Anatomy of a Murder (1959)
5527,0,Donnie Brasco (1997),Dances with Wolves (1990),Higher Learning (1995),Patriot Games (1992),Sleepers (1996),Fugitive% The (1993)
5528,0,Hustler% The (1961),Fargo (1996),Blue Velvet (1986),North by Northwest (1959),Three Days of the Condor (1975),Talented Mr. Ripley% The (1999)
5529,0,What Planet Are You From? (2000),Patriot% The (2000),Me% Myself and Irene (2000),Where the Heart Is (2000),Love and Basketball (2000),Virgin Suicides% The (1999)
5530,1,Four Weddings and a Funeral (1994),Real Genius (1985),Liar Liar (1997),Sabrina (1995),City of Angels (1998),Schindler's List (1993)
5531,0,Devil's Own% The (1997),Snake Eyes (1998),Mask of Zorro% The (1998),Die Hard 2 (1990),Star Trek: The Motion Picture (1979),Galaxy Quest (1999)
5532,0,Green Mile% The (1999),City of Angels (1998),You've Got Mail (1998),Donnie Brasco (1997),Schindler's List (1993),Notting Hill (1999)
5533,0,Boat% The (Das Boot) (1981),Wizard of Oz% The (1939),Star Wars: Episode V - The Empire Strikes Back (1980),Willy Wonka and the Chocolate Factory (1971),Back to the Future (1985),Jaws (1975)
5534,0,X-Men (2000),Matrix% The (1999),Back to the Future (1985),Terminator 2: Judgment Day (1991),Frequency (2000),Star Trek IV: The Voyage Home (1986)
5535,1,Babe (1995),Life Is Beautiful (La Vita è bella) (1997),Amadeus (1984),Killing Fields% The (1984),Player% The (1992),Leaving Las Vegas (1995)
5536,0,Princess Bride% The (1987),Last of the Mohicans% The (1992),Blues Brothers% The (1980),Rainmaker% The (1997),Mask of Zorro% The (1998),Smilla's Sense of Snow (1997)
5537,0,12 Angry Men (1957),Stalag 17 (1953),Grapes of Wrath% The (1940),Conversation% The (1974),African Queen% The (1951),Rebel Without a Cause (1955)
5538,0,Say Anything... (1989),Dial M for Murder (1954),Splash (1984),Manchurian Candidate% The (1962),Breakfast Club% The (1985),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
5539,0,Monty Python and the Holy Grail (1974),To Catch a Thief (1955),Ghostbusters (1984),Cinema Paradiso (1988),Grapes of Wrath% The (1940),Some Folks Call It a Sling Blade (1993)
5540,0,Clockwork Orange% A (1971),Outlaw Josey Wales% The (1976),Mutiny on the Bounty (1935),Fistful of Dollars% A (1964),Braveheart (1995),Star Wars: Episode I - The Phantom Menace (1999)
5541,0,Taxi Driver (1976),GoodFellas (1990),French Connection% The (1971),Pulp Fiction (1994),Aliens (1986),Sling Blade (1996)
5542,0,Klute (1971),Man for All Seasons% A (1966),Apartment% The (1960),Manhattan (1979),Serpico (1973),Some Like It Hot (1959)
5543,1,Shakespeare in Love (1998),Pi (1998),Honey% I Shrunk the Kids (1989),Song of the South (1946),Anastasia (1997),Winnie the Pooh and the Blustery Day (1968)
5544,0,Double Jeopardy (1999),Bone Collector% The (1999),Snow Falling on Cedars (1999),Faculty% The (1998),Civil Action% A (1998),Erin Brockovich (2000)
5545,1,Citizen Kane (1941),Sixth Sense% The (1999),Creature Comforts (1990),Godfather: Part II% The (1974),Vertigo (1958),Star Wars: Episode IV - A New Hope (1977)
5546,0,Howling% The (1980),Carrie (1976),Phantasm (1979),Rosemary's Baby (1968),Re-Animator (1985),Halloween (1978)
5547,0,Ever After: A Cinderella Story (1998),Truth About Cats & Dogs% The (1996),Wayne's World (1992),Mallrats (1995),Sabrina (1995),Sense and Sensibility (1995)
5548,0,Fight Club (1999),GoodFellas (1990),Dick (1999),Gods and Monsters (1998),Happiness (1998),Magnolia (1999)
5549,0,Man on the Moon (1999),Godfather: Part II% The (1974),Talented Mr. Ripley% The (1999),Fight Club (1999),Shakespeare in Love (1998),Election (1999)
5550,1,Nutty Professor% The (1996),Legends of the Fall (1994),Excalibur (1981),Crow% The (1994),Dreamscape (1984),F/X (1986)
5551,0,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),American Werewolf in London% An (1981),Hunger% The (1983),Cape Fear (1962),Key Largo (1948),Big Sleep% The (1946)
5552,0,Cross of Iron (1977),Captain Horatio Hornblower (1951),King Creole (1958),G. I. Blues (1960),Spy Who Loved Me% The (1977),Pork Chop Hill (1959)
5553,0,Witness (1985),Manchurian Candidate% The (1962),Star Wars: Episode I - The Phantom Menace (1999),Blade Runner (1982),Good Morning% Vietnam (1987),Twelve Monkeys (1995)
5554,0,Mad Max 2 (a.k.a. The Road Warrior) (1981),Rosemary's Baby (1968),Night of the Living Dead (1968),Star Wars: Episode VI - Return of the Jedi (1983),Misery (1990),Rocky Horror Picture Show% The (1975)
5555,1,House on Haunted Hill% The (1999),Lost in Space (1998),Big Lebowski% The (1998),Gattaca (1997),Anaconda (1997),Pleasantville (1998)
5556,1,Mars Attacks! (1996),Pi (1998),Sneakers (1992),Net% The (1995),Aladdin (1992),Forbidden Planet (1956)
5557,1,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Jurassic Park (1993),Star Wars: Episode I - The Phantom Menace (1999),Silence of the Lambs% The (1991),Wizard of Oz% The (1939),L.A. Confidential (1997)
5558,1,We're Back! A Dinosaur's Story (1993),Star Trek VI: The Undiscovered Country (1991),Thumbelina (1994),Song of the South (1946),Three Caballeros% The (1945),First Kid (1996)
5559,0,Apostle% The (1997),GoodFellas (1990),Some Folks Call It a Sling Blade (1993),Good Will Hunting (1997),Saving Private Ryan (1998),Usual Suspects% The (1995)
5560,1,Total Recall (1990),Star Wars: Episode IV - A New Hope (1977),Jurassic Park (1993),Aliens (1986),Contact (1997),Little Big Man (1970)
5561,0,Titanic (1997),Life Is Beautiful (La Vita è bella) (1997),As Good As It Gets (1997),Primary Colors (1998),Ronin (1998),In the Line of Fire (1993)
5562,0,Say Anything... (1989),Much Ado About Nothing (1993),Babe: Pig in the City (1998),Heathers (1989),Waking Ned Devine (1998),Bull Durham (1988)
5563,1,Shawshank Redemption% The (1994),Leaving Las Vegas (1995),Fargo (1996),Insider% The (1999),Dead Man Walking (1995),Sling Blade (1996)
5564,0,Big Blue% The (Le Grand Bleu) (1988),City Lights (1931),Great Dictator% The (1940),General% The (1927),On Her Majesty's Secret Service (1969),Spy Who Loved Me% The (1977)
5565,1,Sneakers (1992),Mystery Men (1999),Armageddon (1998),Full Monty% The (1997),Arachnophobia (1990),X-Files: Fight the Future% The (1998)
5566,0,Gone with the Wind (1939),Star Trek V: The Final Frontier (1989),Superman (1978),Logan's Run (1976),Rocky Horror Picture Show% The (1975),Metropolis (1926)
5567,0,Tombstone (1993),City Slickers II: The Legend of Curly's Gold (1994),Miracle on 34th Street (1947),Liar Liar (1997),Never Cry Wolf (1983),Clueless (1995)
5568,0,Freejack (1992),Virtuosity (1995),Crow: City of Angels% The (1996),Star Trek V: The Final Frontier (1989),Island of Dr. Moreau% The (1996),Thing% The (1982)
5569,0,Blast from the Past (1999),Full Monty% The (1997),To Die For (1995),Tin Cup (1996),JFK (1991),Corrina% Corrina (1994)
5570,1,Backdraft (1991),Saving Private Ryan (1998),Godfather: Part II% The (1974),Nick of Time (1995),And Now for Something Completely Different (1971),Wallace & Gromit: The Best of Aardman Animation (1996)
5571,1,Rear Window (1954),To Kill a Mockingbird (1962),Godfather: Part II% The (1974),Lawrence of Arabia (1962),2001: A Space Odyssey (1968),Grapes of Wrath% The (1940)
5572,0,L.A. Confidential (1997),Jackie Brown (1997),Sling Blade (1996),Sixth Sense% The (1999),Life Is Beautiful (La Vita è bella) (1997),Dr. No (1962)
5573,0,Spellbound (1945),Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),39 Steps% The (1935),In the Heat of the Night (1967),Cyrano de Bergerac (1990),Stop Making Sense (1984)
5574,0,Attack of the Killer Tomatoes! (1980),Close Encounters of the Third Kind (1977),Freddy's Dead: The Final Nightmare (1991),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Child's Play (1988),Fantasia 2000 (1999)
5575,1,You've Got Mail (1998),Dave (1993),Harold and Maude (1971),Labyrinth (1986),Stuart Little (1999),Cool Runnings (1993)
5576,0,Sword in the Stone% The (1963),Galaxy Quest (1999),Jungle Book% The (1967),West Side Story (1961),James and the Giant Peach (1996),Old Yeller (1957)
5577,0,Dr. No (1962),Thunderball (1965),Shaft (1971),Thunderbolt and Lightfoot (1974),For Your Eyes Only (1981),From Russia with Love (1963)
5578,1,Jaws (1975),Boys Don't Cry (1999),Terminator% The (1984),Who Framed Roger Rabbit? (1988),Braveheart (1995),Elizabeth (1998)
5579,0,Good Will Hunting (1997),Sling Blade (1996),Dead Man Walking (1995),One Flew Over the Cuckoo's Nest (1975),Boat% The (Das Boot) (1981),Green Mile% The (1999)
5580,0,Matrix% The (1999),Bull Durham (1988),Somewhere in Time (1980),Nothing in Common (1986),Blue Lagoon% The (1980),Notting Hill (1999)
5581,0,Raiders of the Lost Ark (1981),Untouchables% The (1987),Abyss% The (1989),F/X (1986),Indiana Jones and the Last Crusade (1989),Midnight Run (1988)
5582,0,Lady Eve% The (1941),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Inherit the Wind (1960),M (1931),Ninotchka (1939),Rebel Without a Cause (1955)
5583,1,Jaws (1975),Magnum Force (1973),Pale Rider (1985),Deep End of the Ocean% The (1999),Star Wars: Episode VI - Return of the Jedi (1983),Election (1999)
5584,0,Haunting% The (1963),Pit and the Pendulum (1961),Carrie (1976),Son of Frankenstein (1939),Dracula (1958),Misery (1990)
5585,0,Schindler's List (1993),Nikita (La Femme Nikita) (1990),Talented Mr. Ripley% The (1999),Freeway (1996),F/X (1986),Star Wars: Episode I - The Phantom Menace (1999)
5586,0,Sling Blade (1996),GoodFellas (1990),Insider% The (1999),Leaving Las Vegas (1995),Green Mile% The (1999),Some Folks Call It a Sling Blade (1993)
5587,1,General's Daughter% The (1999),Doors% The (1991),Bowfinger (1999),Romy and Michele's High School Reunion (1997),For Love of the Game (1999),Doctor Dolittle (1998)
5588,0,Casablanca (1942),Grapes of Wrath% The (1940),Being John Malkovich (1999),It's a Wonderful Life (1946),Green Mile% The (1999),Election (1999)
5589,0,Manchurian Candidate% The (1962),Third Man% The (1949),Erin Brockovich (2000),Mulholland Falls (1996),Whole Nine Yards% The (2000),Cookie's Fortune (1999)
5590,0,Fargo (1996),Thirty-Two Short Films About Glenn Gould (1993),War Room% The (1993),Pulp Fiction (1994),Sling Blade (1996),Dead Man Walking (1995)
5591,0,Fight Club (1999),Leaving Las Vegas (1995),American Beauty (1999),Dead Man Walking (1995),Shawshank Redemption% The (1994),Trainspotting (1996)
5592,0,Total Recall (1990),Alien³ (1992),Braveheart (1995),Mad Max (1979),Back to the Future Part III (1990),Fly% The (1986)
5593,1,Princess Bride% The (1987),Abyss% The (1989),Get Shorty (1995),Clockwork Orange% A (1971),Fly% The (1986),Independence Day (ID4) (1996)
5594,0,Gone with the Wind (1939),Rear Window (1954),12 Angry Men (1957),Psycho (1960),It's a Wonderful Life (1946),Manon of the Spring (Manon des sources) (1986)
5595,0,Congo (1995),On Her Majesty's Secret Service (1969),Sneakers (1992),Bicentennial Man (1999),Lake Placid (1999),Face/Off (1997)
5596,1,Citizen Kane (1941),Patton (1970),Shining% The (1980),Grifters% The (1990),Usual Suspects% The (1995),Boat% The (Das Boot) (1981)
5597,0,Wishmaster (1997),In the Mouth of Madness (1995),Poltergeist III (1988),Fog% The (1980),Ravenous (1999),Eraserhead (1977)
5598,1,Patriot% The (2000),Princess Bride% The (1987),Terminator% The (1984),Jurassic Park (1993),Gone in 60 Seconds (2000),Who Framed Roger Rabbit? (1988)
5599,0,Sabrina (1995),Snow Falling on Cedars (1999),Six Days Seven Nights (1998),Wings of the Dove% The (1997),Don Juan DeMarco (1995),Truth About Cats & Dogs% The (1996)
5600,1,Don Juan DeMarco (1995),Harold and Maude (1971),My Best Friend's Wedding (1997),Shakespeare in Love (1998),Threesome (1994),Roger & Me (1989)
5601,0,Crumb (1994),Godfather: Part III% The (1990),Hunt for Red October% The (1990),Grifters% The (1990),Nikita (La Femme Nikita) (1990),Out of Sight (1998)
5602,1,Iron Giant% The (1999),Magnolia (1999),Nightmare Before Christmas% The (1993),Saving Grace (2000),Fantasia 2000 (1999),Nurse Betty (2000)
5603,0,Tingler% The (1959),Who Framed Roger Rabbit? (1988),Princess Bride% The (1987),House of Frankenstein (1944),House of Dracula (1945),Mummy's Hand% The (1940)
5604,0,Sabrina (1995),Dead Man Walking (1995),Jean de Florette (1986),Cape Fear (1991),Beauty and the Beast (1991),Hope Floats (1998)
5605,1,Nikita (La Femme Nikita) (1990),Tarzan (1999),Meet Joe Black (1998),Muppets From Space (1999),Rosemary's Baby (1968),Doctor Dolittle (1967)
5606,0,Piano% The (1993),Postino% Il (The Postman) (1994),Now and Then (1995),Rob Roy (1995),Shadowlands (1993),Legends of the Fall (1994)
5607,1,Bottle Rocket (1996),Mallrats (1995),What About Bob? (1991),Ferris Bueller's Day Off (1986),Hairspray (1988),Do the Right Thing (1989)
5608,0,Schindler's List (1993),One Flew Over the Cuckoo's Nest (1975),L.A. Confidential (1997),Titus (1999),Silence of the Lambs% The (1991),Sling Blade (1996)
5609,0,Midnight Cowboy (1969),It's a Wonderful Life (1946),Birds% The (1963),Lawrence of Arabia (1962),Rear Window (1954),Apocalypse Now (1979)
5610,1,Some Folks Call It a Sling Blade (1993),Leaving Las Vegas (1995),Good Will Hunting (1997),Unforgiven (1992),Few Good Men% A (1992),Apostle% The (1997)
5611,0,Last of the Mohicans% The (1992),King Kong (1933),Titanic (1953),In the Line of Fire (1993),Enemy of the State (1998),Thomas Crown Affair% The (1999)
5612,0,Astronaut's Wife% The (1999),For Love of the Game (1999),Instinct (1999),Drive Me Crazy (1999),Lake Placid (1999),Sleepy Hollow (1999)
5613,0,This Is Spinal Tap (1984),Hudsucker Proxy% The (1994),Toy Story 2 (1999),Pink Flamingos (1972),Creature Comforts (1990),Election (1999)
5614,1,Spy Who Loved Me% The (1977),In the Company of Men (1997),Pecker (1998),Congo (1995),Life Is Beautiful (La Vita è bella) (1997),Waiting for Guffman (1996)
5615,1,While You Were Sleeping (1995),And Now for Something Completely Different (1971),Top Gun (1986),No Way Out (1987),Don Juan DeMarco (1995),Ferris Bueller's Day Off (1986)
5616,0,Cool Hand Luke (1967),Lawrence of Arabia (1962),Beetlejuice (1988),Stand by Me (1986),Five Easy Pieces (1970),Fish Called Wanda% A (1988)
